borrower_id,income_trend_score,balance_trend_score,payment_consistency_score,expense_pressure_score,income_volatility_score,loan_health_score,risk_bucket
B8265,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8266,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8267,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8268,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8269,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8270,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8271,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8272,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8273,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8274,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8275,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8276,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8277,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8278,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8279,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8280,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8281,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8282,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8283,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8284,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8285,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8286,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8287,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8288,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8289,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8290,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8291,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8292,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8293,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8294,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8295,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8296,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8297,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8298,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8299,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8300,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8301,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8302,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8303,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8304,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8305,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8306,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8307,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8308,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8309,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8310,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8311,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8312,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8313,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8314,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8315,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8316,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8317,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8318,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8319,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8320,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8321,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8322,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8323,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8324,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8325,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8326,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8327,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8328,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8329,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8330,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8331,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8332,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8333,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8334,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8335,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8336,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8337,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8338,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8339,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8340,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8341,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8342,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8343,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8344,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8345,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8346,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8347,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8348,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8349,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8350,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8351,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8352,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8353,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8354,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8355,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8356,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8357,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8358,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8359,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8360,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8361,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8362,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8363,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8364,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8365,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8366,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8367,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8368,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8369,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8370,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8371,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8372,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8373,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8374,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8375,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8376,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8377,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8378,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8379,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8380,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8381,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8382,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8383,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8384,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8385,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8386,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8387,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8388,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8389,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8390,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8391,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8392,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8393,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8394,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8395,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8396,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8397,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8398,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8399,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8400,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8401,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8402,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8403,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8404,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8405,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8406,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8407,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8408,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8409,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8410,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8411,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8412,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8413,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8414,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8415,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8416,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8417,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8418,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8419,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8420,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8421,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8422,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8423,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8424,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8425,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8426,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8427,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8428,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8429,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8430,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8431,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8432,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8433,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8434,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8435,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8436,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8437,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8438,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8439,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8440,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8441,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8442,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8443,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8444,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8445,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8446,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8447,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8448,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8449,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8450,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8451,100.0,99.94,100.0,100.0,100.0,99.98,Green
B8452,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8453,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8454,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8455,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8456,100.0,99.7,100.0,100.0,100.0,99.92,Green
B8457,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8458,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8459,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8460,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8461,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8462,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8463,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8464,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8465,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8466,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8467,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8468,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8469,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8470,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8471,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8472,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8473,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8474,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8475,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8476,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8477,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8478,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8479,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8480,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8481,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8482,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8483,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8484,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8485,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8486,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8487,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8488,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8489,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8490,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8491,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8492,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8493,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8494,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8495,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8496,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8497,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8498,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8499,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8500,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8501,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8502,100.0,99.99,100.0,100.0,100.0,100.0,Green
B8503,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8504,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8505,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8506,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8507,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8508,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8509,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8510,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8511,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8512,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8513,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8514,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8515,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8516,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8517,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8518,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8519,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8520,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8521,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8522,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8523,100.0,99.47,100.0,100.0,100.0,99.87,Green
B8524,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8525,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8526,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8527,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8528,100.0,99.75,100.0,100.0,100.0,99.94,Green
B8529,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8530,100.0,99.5,100.0,100.0,100.0,99.88,Green
B8531,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8532,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8533,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8534,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8535,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8536,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8537,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8538,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8539,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8540,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8541,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8542,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8543,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8544,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8545,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8546,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8547,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8548,100.0,99.91,100.0,100.0,100.0,99.98,Green
B8549,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8550,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8551,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8552,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8553,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8554,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8555,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8556,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8557,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8558,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8559,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8560,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8561,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8562,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8563,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8564,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8565,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8566,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8567,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8568,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8569,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8570,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8571,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8572,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8573,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8574,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8575,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8576,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8577,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8578,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8579,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8580,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8581,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8582,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8583,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8584,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8585,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8586,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8587,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8588,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8589,99.92,100.0,100.0,100.0,100.0,99.98,Green
B8590,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8591,100.0,99.86,100.0,100.0,100.0,99.96,Green
B8592,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8593,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8594,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8595,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8596,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8597,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8598,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8599,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8600,100.0,99.96,100.0,100.0,100.0,99.99,Green
B8601,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8602,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8603,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8604,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8605,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8606,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8607,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8608,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8609,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8610,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8611,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8612,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8613,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8614,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8615,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8616,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8617,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8618,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8619,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8620,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8621,100.0,99.78,100.0,100.0,100.0,99.94,Green
B8622,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8623,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8624,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8625,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8626,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8627,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8628,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8629,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8630,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8631,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8632,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8633,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8634,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8635,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8636,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8637,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8638,100.0,99.38,100.0,100.0,100.0,99.84,Green
B8639,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8640,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8641,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8642,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8643,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8644,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8645,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8646,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8647,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8648,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8649,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8650,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8651,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8652,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8653,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8654,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8655,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8656,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8657,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8658,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8659,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8660,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8661,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8662,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8663,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8664,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8665,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8666,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8667,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8668,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8669,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8670,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8671,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8672,100.0,99.95,100.0,100.0,100.0,99.99,Green
B8673,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8674,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8675,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8676,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8677,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8678,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8679,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8680,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8681,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8682,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8683,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8684,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8685,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8686,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8687,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8688,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8689,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8690,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8691,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8692,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8693,100.0,99.82,100.0,100.0,100.0,99.96,Green
B8694,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8695,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8696,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8697,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8698,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8699,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8700,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8701,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8702,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8703,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8704,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8705,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8706,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8707,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8708,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8709,100.0,99.6,100.0,100.0,100.0,99.9,Green
B8710,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8711,100.0,100.0,100.0,100.0,100.0,100.0,Green
B8712,100.0,99.94,100.0,100.0,100.0,99.98,Green
B8713,100.0,100.0,100.0,100.0,100.0,100.0,Green
